Turned OFF
         213968 function calls (208766 primitive calls) in 4.224 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ec.py:284(SECP384R1)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        3    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2222(createLock)
        1    0.000    0.000    0.000    0.000 argparse.py:1327(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1391(PosixPath)
        1    0.000    0.000    0.000    0.000 modes.py:152(ECB)
        1    0.000    0.000    0.000    0.000 constants.py:1(Empty)
        1    0.000    0.000    0.000    0.000 hashes.py:107(SHA512_224)
        1    0.000    0.000    0.000    0.000 hashes.py:143(SHA3_224)
        1    0.000    0.000    0.000    0.000 hashes.py:161(SHA3_512)
        1    0.000    0.000    0.000    0.000 hashes.py:243(SM3)
        1    0.000    0.000    0.000    0.000 hashes.py:95(ExtendableOutputFunction)
        1    0.000    0.000    0.000    0.000 ec.py:230(SECT283R1)
        1    0.000    0.000    0.000    0.000 ec.py:260(SECT283K1)
        1    0.000    0.000    0.000    0.000 ec.py:266(SECT233K1)
        1    0.000    0.000    0.000    0.000 host_resolver.py:41(IPv4Sockaddr)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 model.py:605(CameraInfo)
        1    0.000    0.000    0.000    0.000 cpp_message.py:26(GeneratedProtocolMessageType)
        1    0.000    0.000    0.000    0.000 core.py:206(InvalidAuthAPIError)
        1    0.000    0.000    0.000    0.000 text_format.py:54(Error)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 type_checkers.py:258(Uint32ValueChecker)
        1    0.000    0.000    0.000    0.000 message.py:24(DecodeError)
        3    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(RegistryError)
        1    0.000    0.000    0.000    0.000 ec.py:236(SECT233R1)
        1    0.000    0.000    0.000    0.000 ec.py:278(SECP521R1)
        1    0.000    0.000    0.000    0.000 ec.py:290(SECP256R1)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 subprocess.py:1973(_internal_poll)
        1    0.000    0.000    0.000    0.000 hashes.py:119(SHA224)
        1    0.000    0.000    0.000    0.000 core.py:293(TimeoutAPIError)
        1    0.000    0.000    0.000    0.000 _base.py:55(InvalidStateError)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 singleton.py:16(singleton)
        1    0.000    0.000    0.000    0.000 :1()
        1    0.000    0.000    0.000    0.000 _common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 _tzpath.py:170(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 algorithms.py:44(_DES)
        1    0.000    0.000    0.000    0.000 hashes.py:137(SHA512)
        1    0.000    0.000    0.000    0.000 hashes.py:155(SHA3_384)
        1    0.000    0.000    0.000    0.000 ec.py:254(SECT409K1)
        1    0.000    0.000    0.000    0.000 ec.py:326(BrainpoolP384R1)
        1    0.000    0.000    0.000    0.000 ec.py:332(BrainpoolP512R1)
        1    0.000    0.000    0.000    0.000 padding.py:16(PKCS1v15)
        1    0.000    0.000    0.000    0.000 _posix.py:35(ifaddrs)
        1    0.000    0.000    0.000    0.000 utils.py:62(InterfaceNotImplemented)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(Error)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(BadTypeInNameException)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 model.py:812(DateInfo)
        1    0.000    0.000    0.000    0.000 model.py:828(TimeInfo)
        1    0.000    0.000    0.000    0.000 model.py:842(DateTimeInfo)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 json_format.py:62(Error)
        1    0.000    0.000    0.000    0.000 json_format.py:66(SerializeToJsonError)
        1    0.000    0.000    0.000    0.000 json_format.py:70(ParseError)
        1    0.000    0.000    0.000    0.000 json_format.py:74(EnumStringValueParseError)
        1    0.000    0.000    0.000    0.000 core.py:198(APIConnectionError)
        1    0.000    0.000    0.000    0.000 core.py:210(ResolveAPIError)
        1    0.000    0.000    0.000    0.000 core.py:222(RequiresEncryptionAPIError)
        1    0.000    0.000    0.000    0.000 core.py:277(EncryptionErrorAPIError)
        1    0.000    0.000    0.000    0.000 core.py:289(PingFailedAPIError)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 type_checkers.py:251(Int32ValueChecker)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 encoder.py:130(_ModifiedSizer)
        1    0.000    0.000    0.000    0.000 type_checkers.py:263(Int64ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:268(Uint64ValueChecker)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 descriptor.py:37(TypeTransformationError)
        1    0.000    0.000    0.000    0.000 events.py:663(_Local)
        1    0.000    0.000    0.000    0.000 transports.py:148(Transport)
        2    0.000    0.000    0.000    0.000 subprocess.py:1311(_on_error_fd_closer)
        1    0.000    0.000    0.000    0.000 shutil.py:61(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:71(ExecError)
        1    0.000    0.000    0.000    0.000 argparse.py:2557(_check_value)
        1    0.000    0.000    0.000    0.000 _base.py:398(__get_result)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_set_none)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        3    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 thread.py:112(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(AlreadyFinalized)
        1    0.000    0.000    0.000    0.000 ec.py:272(SECT163K1)
        1    0.000    0.000    0.000    0.000 ec.py:298(SECP256K1)
        1    0.000    0.000    0.000    0.000 ec.py:306(SECP224R1)
        1    0.000    0.000    0.000    0.000 padding.py:20(_MaxLength)
        1    0.000    0.000    0.000    0.000 padding.py:24(_Auto)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(NoiseHandshakeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(NamePartTooLongException)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_bool)
        1    0.000    0.000    0.000    0.000 core.py:202(APIConnectionCancelledError)
        1    0.000    0.000    0.000    0.000 core.py:230(SocketClosedAPIError)
        1    0.000    0.000    0.000    0.000 core.py:305(BluetoothConnectionDroppedError)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 runtime_version.py:45(VersionError)
        2    0.000    0.000    0.000    0.000 {method 'detach' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _base.py:651(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 shutil.py:67(SpecialFileError)
        1    0.000    0.000    0.000    0.000 threading.py:1597(main_thread)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(AlreadyUpdated)
        1    0.000    0.000    0.000    0.000 ec.py:312(SECP192R1)
        1    0.000    0.000    0.000    0.000 ec.py:318(BrainpoolP256R1)
        1    0.000    0.000    0.000    0.000 padding.py:28(_DigestLength)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(NoiseValueError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:30(IncomingDecodeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(NonUniqueNameException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:42(AbstractMethodException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:50(ServiceNameAlreadyRegistered)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(EventLoopBlocked)
        1    0.000    0.000    0.000    0.000 _exceptions.py:64(NotRunningException)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:186(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_void_p)
        1    0.000    0.000    0.000    0.000 core.py:214(ResolveTimeoutAPIError)
        1    0.000    0.000    0.000    0.000 core.py:234(HandshakeAPIError)
        1    0.000    0.000    0.000    0.000 core.py:301(UnhandledAPIConnectionError)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:15(Error)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 encoder.py:448(_ModifiedEncoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 argparse.py:784(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 shutil.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:81(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 base_events.py:522(_check_default_executor)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 object_id.py:124()
        1    0.000    0.000    0.000    0.000 exceptions.py:31(NotYetFinalized)
        1    0.000    0.000    0.000    0.000 exceptions.py:39(InvalidSignature)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(InvalidKey)
        1    0.000    0.000    0.000    0.000 _serialization.py:59(KeySerializationEncryption)
        1    0.000    0.000    0.000    0.000 ec.py:413(ECDH)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(NoisePSKError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(NoiseMaxNonceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(NoiseValidationError)
        1    0.000    0.000    0.000    0.000 binding.py:22(_openssl_assert)
        1    0.000    0.000    0.000    0.000 _endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 __init__.py:261(c_wchar)
        1    0.000    0.000    0.000    0.000 core.py:218(ProtocolAPIError)
        1    0.000    0.000    0.000    0.000 core.py:226(SocketAPIError)
        1    0.000    0.000    0.000    0.000 core.py:238(ConnectionNotEstablishedAPIError)
        1    0.000    0.000    0.000    0.000 core.py:281(EncryptionHelloAPIError)
        1    0.000    0.000    0.000    0.000 core.py:297(ReadFailedAPIError)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 message.py:29(EncodeError)
        1    0.000    0.000    0.000    0.000 events.py:79(cancelled)
        1    0.000    0.000    0.000    0.000 exceptions.py:61(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        2    0.000    0.000    0.000    0.000 :1363(exec_module)
        1    0.000    0.000    0.000    0.000 diffie_hellmans.py:14(dhlen)
        1    0.000    0.000    0.000    0.000 exceptions.py:35(InvalidTag)
        1    0.000    0.000    0.000    0.000 _serialization.py:71(NoEncryption)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(NoiseInvalidMessage)
        1    0.000    0.000    0.000    0.000 _endian.py:35(_swapped_union_meta)
        1    0.000    0.000    0.000    0.000 core.py:285(EncryptionPlaintextAPIError)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:19(DescriptorDatabaseConflictingDefinitionError)
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 :795(is_package)
        1    0.000    0.000    0.000    0.000 state.py:161(get_handshake_hash)
        1    0.000    0.000    0.000    0.000 python_edition_defaults.py:1()
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 subprocess.py:1089(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1782(identity)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 argparse.py:2524()
        1    0.000    0.000    0.000    0.000 contextlib.py:555(__enter__)
        2    0.000    0.000    0.000    0.000 copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}

